,año,mes,festividad,comuna,conducta,cantidad
2092,2010,Noviembre,No Aplica,Mutis,HURTO A PERSONAS,8
2093,2010,Noviembre,No Aplica,Mutis,HURTO A RESIDENCIAS,1
2094,2010,Noviembre,No Aplica,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
2095,2010,Noviembre,No Aplica,Mutis,LESIONES PERSONALES,5
2096,2010,Noviembre,No Aplica,Nor Oriental,HURTO A PERSONAS,2
2097,2010,Noviembre,No Aplica,Nor Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2098,2010,Noviembre,No Aplica,Nor Oriental,LESIONES PERSONALES,1
2099,2010,Noviembre,No Aplica,Nor Oriental,VIOLENCIA INTRAFAMILIAR,4
2100,2010,Noviembre,No Aplica,Norte,HOMICIDIO,1
2101,2010,Noviembre,No Aplica,Norte,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),2
2102,2010,Noviembre,No Aplica,Norte,HURTO A AUTOMOTORES,1
2103,2010,Noviembre,No Aplica,Norte,HURTO A PERSONAS,7
2104,2010,Noviembre,No Aplica,Norte,HURTO A PIRATERÍA TERRESTRE,1
2105,2010,Noviembre,No Aplica,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),6
2106,2010,Noviembre,No Aplica,Norte,LESIONES PERSONALES,16
2107,2010,Noviembre,No Aplica,Norte,VIOLENCIA INTRAFAMILIAR,9
2108,2010,Noviembre,No Aplica,Occidental,HURTO A ENTIDADES COMERCIALES,1
2109,2010,Noviembre,No Aplica,Occidental,HURTO A PERSONAS,5
2110,2010,Noviembre,No Aplica,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),6
2111,2010,Noviembre,No Aplica,Occidental,LESIONES PERSONALES,4
2112,2010,Noviembre,No Aplica,Occidental,VIOLENCIA INTRAFAMILIAR,4
2113,2010,Noviembre,No Aplica,Oriental,HOMICIDIO,1
2114,2010,Noviembre,No Aplica,Oriental,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
2115,2010,Noviembre,No Aplica,Oriental,HURTO A ENTIDADES COMERCIALES,4
2116,2010,Noviembre,No Aplica,Oriental,HURTO A MOTOCICLETAS,1
2117,2010,Noviembre,No Aplica,Oriental,HURTO A PERSONAS,24
2118,2010,Noviembre,No Aplica,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),20
2119,2010,Noviembre,No Aplica,Oriental,LESIONES PERSONALES,15
2120,2010,Noviembre,No Aplica,Oriental,VIOLENCIA INTRAFAMILIAR,2
2121,2010,Noviembre,No Aplica,Provenza,HURTO A ENTIDADES COMERCIALES,1
2122,2010,Noviembre,No Aplica,Provenza,HURTO A PERSONAS,6
2123,2010,Noviembre,No Aplica,Provenza,HURTO A RESIDENCIAS,2
2124,2010,Noviembre,No Aplica,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
2125,2010,Noviembre,No Aplica,Provenza,LESIONES PERSONALES,2
2126,2010,Noviembre,No Aplica,Provenza,VIOLENCIA INTRAFAMILIAR,1
2127,2010,Noviembre,No Aplica,San Francisco,HOMICIDIO,3
2128,2010,Noviembre,No Aplica,San Francisco,HURTO A ENTIDADES COMERCIALES,5
2129,2010,Noviembre,No Aplica,San Francisco,HURTO A MOTOCICLETAS,5
2130,2010,Noviembre,No Aplica,San Francisco,HURTO A PERSONAS,21
2131,2010,Noviembre,No Aplica,San Francisco,HURTO A RESIDENCIAS,2
2132,2010,Noviembre,No Aplica,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),17
2133,2010,Noviembre,No Aplica,San Francisco,LESIONES PERSONALES,10
2134,2010,Noviembre,No Aplica,San Francisco,VIOLENCIA INTRAFAMILIAR,4
2135,2010,Noviembre,No Aplica,Sur,HURTO A MOTOCICLETAS,1
2136,2010,Noviembre,No Aplica,Sur,HURTO A PERSONAS,3
2137,2010,Noviembre,No Aplica,Sur,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2138,2010,Noviembre,No Aplica,Sur,LESIONES PERSONALES,4
2139,2010,Noviembre,No Aplica,Sur,VIOLENCIA INTRAFAMILIAR,4
2140,2010,Noviembre,No Aplica,Sur Occidente,HURTO A PERSONAS,1
2141,2010,Noviembre,No Aplica,Sur Occidente,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
2142,2010,Noviembre,No Aplica,Sur Occidente,LESIONES PERSONALES,2
2143,2010,Octubre,Dia de la Raza,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2144,2010,Octubre,Dia de la Raza,Centro,HURTO A PERSONAS,1
2145,2010,Octubre,Dia de la Raza,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2146,2010,Octubre,Dia de la Raza,La Ciudadela,HOMICIDIO,1
2147,2010,Octubre,Dia de la Raza,La Ciudadela,HURTO A PERSONAS,1
2148,2010,Octubre,Dia de la Raza,La Concordia,VIOLENCIA INTRAFAMILIAR,1
2149,2010,Octubre,Dia de la Raza,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2150,2010,Octubre,Dia de la Raza,Nor Oriental,VIOLENCIA INTRAFAMILIAR,1
2151,2010,Octubre,Dia de la Raza,Norte,VIOLENCIA INTRAFAMILIAR,1
2152,2010,Octubre,Dia de la Raza,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2153,2010,Octubre,Dia de la Raza,Occidental,LESIONES PERSONALES,1
2154,2010,Octubre,Dia de la Raza,Occidental,VIOLENCIA INTRAFAMILIAR,1
2155,2010,Octubre,Dia de la Raza,Provenza,HURTO A AUTOMOTORES,1
2156,2010,Octubre,Dia de la Raza,Provenza,HURTO A RESIDENCIAS,1
2157,2010,Octubre,Dia de la Raza,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2158,2010,Octubre,Dia de la Raza,Provenza,VIOLENCIA INTRAFAMILIAR,1
2159,2010,Octubre,Dia de la Raza,San Francisco,HURTO A RESIDENCIAS,1
2160,2010,Octubre,Dia de la Raza,Sur Occidente,HURTO A PERSONAS,1
2161,2010,Octubre,Dia de la Raza,Sur Occidente,LESIONES PERSONALES,1
2162,2010,Octubre,Domingo,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,1
2163,2010,Octubre,Domingo,Cabecera del Llano,HURTO A PERSONAS,4
2164,2010,Octubre,Domingo,Cabecera del Llano,LESIONES PERSONALES,3
2165,2010,Octubre,Domingo,Centro,HURTO A ENTIDADES COMERCIALES,1
2166,2010,Octubre,Domingo,Centro,HURTO A PERSONAS,2
2167,2010,Octubre,Domingo,Centro,HURTO A RESIDENCIAS,1
2168,2010,Octubre,Domingo,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
2169,2010,Octubre,Domingo,Centro,LESIONES PERSONALES,3
2170,2010,Octubre,Domingo,García Rovira,HURTO A PERSONAS,2
2171,2010,Octubre,Domingo,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
2172,2010,Octubre,Domingo,García Rovira,LESIONES PERSONALES,3
2173,2010,Octubre,Domingo,García Rovira,VIOLENCIA INTRAFAMILIAR,2
2174,2010,Octubre,Domingo,La Ciudadela,HURTO A PERSONAS,1
2175,2010,Octubre,Domingo,La Ciudadela,VIOLENCIA INTRAFAMILIAR,1
2176,2010,Octubre,Domingo,La Concordia,HOMICIDIO,2
2177,2010,Octubre,Domingo,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2178,2010,Octubre,Domingo,La Concordia,LESIONES PERSONALES,2
2179,2010,Octubre,Domingo,La Concordia,VIOLENCIA INTRAFAMILIAR,4
2180,2010,Octubre,Domingo,La Pedregosa,HURTO A PERSONAS,2
2181,2010,Octubre,Domingo,La Pedregosa,HURTO A RESIDENCIAS,1
2182,2010,Octubre,Domingo,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2183,2010,Octubre,Domingo,La Pedregosa,LESIONES PERSONALES,2
2184,2010,Octubre,Domingo,La Pedregosa,VIOLENCIA INTRAFAMILIAR,1
2185,2010,Octubre,Domingo,Lagos del Cacique,HURTO A PERSONAS,1
2186,2010,Octubre,Domingo,Morrorico,LESIONES PERSONALES,4
2187,2010,Octubre,Domingo,Mutis,HURTO A PERSONAS,1
2188,2010,Octubre,Domingo,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2189,2010,Octubre,Domingo,Nor Oriental,HOMICIDIO,1
2190,2010,Octubre,Domingo,Nor Oriental,HURTO A PERSONAS,2
2191,2010,Octubre,Domingo,Nor Oriental,LESIONES PERSONALES,3
2192,2010,Octubre,Domingo,Nor Oriental,VIOLENCIA INTRAFAMILIAR,1
2193,2010,Octubre,Domingo,Norte,HURTO A AUTOMOTORES,1
2194,2010,Octubre,Domingo,Norte,HURTO A MOTOCICLETAS,1
2195,2010,Octubre,Domingo,Norte,HURTO A PERSONAS,1
2196,2010,Octubre,Domingo,Norte,HURTO A PIRATERÍA TERRESTRE,1
2197,2010,Octubre,Domingo,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),7
2198,2010,Octubre,Domingo,Norte,LESIONES PERSONALES,9
2199,2010,Octubre,Domingo,Norte,VIOLENCIA INTRAFAMILIAR,9
2200,2010,Octubre,Domingo,Occidental,HOMICIDIO,1
2201,2010,Octubre,Domingo,Occidental,HURTO A PERSONAS,1
2202,2010,Octubre,Domingo,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
2203,2010,Octubre,Domingo,Occidental,LESIONES PERSONALES,4
2204,2010,Octubre,Domingo,Occidental,VIOLENCIA INTRAFAMILIAR,5
2205,2010,Octubre,Domingo,Oriental,HURTO A ENTIDADES COMERCIALES,1
2206,2010,Octubre,Domingo,Oriental,HURTO A PERSONAS,2
2207,2010,Octubre,Domingo,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
2208,2010,Octubre,Domingo,Oriental,LESIONES PERSONALES,4
2209,2010,Octubre,Domingo,Oriental,VIOLENCIA INTRAFAMILIAR,5
2210,2010,Octubre,Domingo,Provenza,HURTO A MOTOCICLETAS,1
2211,2010,Octubre,Domingo,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2212,2010,Octubre,Domingo,Provenza,LESIONES PERSONALES,3
2213,2010,Octubre,Domingo,Provenza,VIOLENCIA INTRAFAMILIAR,1
2214,2010,Octubre,Domingo,San Francisco,HOMICIDIO,1
2215,2010,Octubre,Domingo,San Francisco,HURTO A PERSONAS,2
2216,2010,Octubre,Domingo,San Francisco,HURTO A RESIDENCIAS,1
2217,2010,Octubre,Domingo,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
2218,2010,Octubre,Domingo,San Francisco,LESIONES PERSONALES,2
2219,2010,Octubre,Domingo,San Francisco,VIOLENCIA INTRAFAMILIAR,3
2220,2010,Octubre,Domingo,Sur,HURTO A MOTOCICLETAS,1
2221,2010,Octubre,Domingo,Sur,HURTO A PERSONAS,1
2222,2010,Octubre,Domingo,Sur Occidente,HURTO A PERSONAS,1
2223,2010,Octubre,Domingo,Sur Occidente,HURTO A RESIDENCIAS,1
2224,2010,Octubre,Domingo,Sur Occidente,LESIONES PERSONALES,3
2225,2010,Octubre,Domingo,Sur Occidente,VIOLENCIA INTRAFAMILIAR,2
2226,2010,Octubre,Halloween,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,1
2227,2010,Octubre,Halloween,Cabecera del Llano,HURTO A PERSONAS,2
2228,2010,Octubre,Halloween,Cabecera del Llano,LESIONES PERSONALES,1
2229,2010,Octubre,Halloween,Centro,HURTO A ENTIDADES COMERCIALES,1
2230,2010,Octubre,Halloween,García Rovira,HURTO A PERSONAS,1
2231,2010,Octubre,Halloween,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2232,2010,Octubre,Halloween,García Rovira,VIOLENCIA INTRAFAMILIAR,1
2233,2010,Octubre,Halloween,La Concordia,LESIONES PERSONALES,1
2234,2010,Octubre,Halloween,La Pedregosa,LESIONES PERSONALES,1
2235,2010,Octubre,Halloween,Morrorico,LESIONES PERSONALES,2
2236,2010,Octubre,Halloween,Norte,HURTO A PERSONAS,1
2237,2010,Octubre,Halloween,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
2238,2010,Octubre,Halloween,Norte,LESIONES PERSONALES,1
2239,2010,Octubre,Halloween,Norte,VIOLENCIA INTRAFAMILIAR,1
2240,2010,Octubre,Halloween,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2241,2010,Octubre,Halloween,Occidental,LESIONES PERSONALES,1
2242,2010,Octubre,Halloween,Provenza,LESIONES PERSONALES,1
2243,2010,Octubre,Halloween,Provenza,VIOLENCIA INTRAFAMILIAR,1
2244,2010,Octubre,Halloween,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2245,2010,Octubre,Halloween,Sur Occidente,LESIONES PERSONALES,1
2246,2010,Octubre,Halloween,Sur Occidente,VIOLENCIA INTRAFAMILIAR,1
2247,2010,Octubre,No Aplica,Cabecera del Llano,HURTO A AUTOMOTORES,1
2248,2010,Octubre,No Aplica,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,3
2249,2010,Octubre,No Aplica,Cabecera del Llano,HURTO A MOTOCICLETAS,1
2250,2010,Octubre,No Aplica,Cabecera del Llano,HURTO A PERSONAS,21
2251,2010,Octubre,No Aplica,Cabecera del Llano,HURTO A RESIDENCIAS,1
2252,2010,Octubre,No Aplica,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),12
2253,2010,Octubre,No Aplica,Cabecera del Llano,LESIONES PERSONALES,13
2254,2010,Octubre,No Aplica,Cabecera del Llano,VIOLENCIA INTRAFAMILIAR,2
2255,2010,Octubre,No Aplica,Centro,HOMICIDIO,1
2256,2010,Octubre,No Aplica,Centro,HURTO A ENTIDADES COMERCIALES,6
2257,2010,Octubre,No Aplica,Centro,HURTO A MOTOCICLETAS,1
2258,2010,Octubre,No Aplica,Centro,HURTO A PERSONAS,28
2259,2010,Octubre,No Aplica,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),12
2260,2010,Octubre,No Aplica,Centro,LESIONES PERSONALES,21
2261,2010,Octubre,No Aplica,Centro,VIOLENCIA INTRAFAMILIAR,3
2262,2010,Octubre,No Aplica,García Rovira,HURTO A ENTIDADES COMERCIALES,1
2263,2010,Octubre,No Aplica,García Rovira,HURTO A PERSONAS,19
2264,2010,Octubre,No Aplica,García Rovira,HURTO A RESIDENCIAS,2
2265,2010,Octubre,No Aplica,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),15
2266,2010,Octubre,No Aplica,García Rovira,LESIONES PERSONALES,9
2267,2010,Octubre,No Aplica,García Rovira,VIOLENCIA INTRAFAMILIAR,5
2268,2010,Octubre,No Aplica,La Ciudadela,HURTO A ENTIDADES COMERCIALES,1
2269,2010,Octubre,No Aplica,La Ciudadela,HURTO A PERSONAS,5
2270,2010,Octubre,No Aplica,La Ciudadela,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
2271,2010,Octubre,No Aplica,La Ciudadela,LESIONES PERSONALES,8
2272,2010,Octubre,No Aplica,La Ciudadela,VIOLENCIA INTRAFAMILIAR,4
2273,2010,Octubre,No Aplica,La Concordia,HURTO A ENTIDADES COMERCIALES,2
2274,2010,Octubre,No Aplica,La Concordia,HURTO A MOTOCICLETAS,1
2275,2010,Octubre,No Aplica,La Concordia,HURTO A PERSONAS,21
2276,2010,Octubre,No Aplica,La Concordia,HURTO A RESIDENCIAS,1
2277,2010,Octubre,No Aplica,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),14
2278,2010,Octubre,No Aplica,La Concordia,LESIONES PERSONALES,13
2279,2010,Octubre,No Aplica,La Concordia,VIOLENCIA INTRAFAMILIAR,3
2280,2010,Octubre,No Aplica,La Pedregosa,HOMICIDIO,1
2281,2010,Octubre,No Aplica,La Pedregosa,HURTO A PERSONAS,9
2282,2010,Octubre,No Aplica,La Pedregosa,HURTO A RESIDENCIAS,2
2283,2010,Octubre,No Aplica,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),8
2284,2010,Octubre,No Aplica,La Pedregosa,LESIONES PERSONALES,12
2285,2010,Octubre,No Aplica,La Pedregosa,VIOLENCIA INTRAFAMILIAR,4
2286,2010,Octubre,No Aplica,Lagos del Cacique,HURTO A ENTIDADES COMERCIALES,2
2287,2010,Octubre,No Aplica,Lagos del Cacique,HURTO A PERSONAS,5
2288,2010,Octubre,No Aplica,Lagos del Cacique,HURTO A RESIDENCIAS,2
2289,2010,Octubre,No Aplica,Lagos del Cacique,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2290,2010,Octubre,No Aplica,Lagos del Cacique,LESIONES PERSONALES,1
2291,2010,Octubre,No Aplica,Morrorico,HOMICIDIO,1
2292,2010,Octubre,No Aplica,Morrorico,HURTO A PERSONAS,1
2293,2010,Octubre,No Aplica,Morrorico,LESIONES PERSONALES,5
2294,2010,Octubre,No Aplica,Morrorico,VIOLENCIA INTRAFAMILIAR,9
2295,2010,Octubre,No Aplica,Mutis,HOMICIDIO,1
2296,2010,Octubre,No Aplica,Mutis,HURTO A ENTIDADES COMERCIALES,2
2297,2010,Octubre,No Aplica,Mutis,HURTO A MOTOCICLETAS,1
2298,2010,Octubre,No Aplica,Mutis,HURTO A PERSONAS,8
2299,2010,Octubre,No Aplica,Mutis,HURTO A RESIDENCIAS,3
2300,2010,Octubre,No Aplica,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),9
2301,2010,Octubre,No Aplica,Mutis,LESIONES PERSONALES,4
2302,2010,Octubre,No Aplica,Mutis,VIOLENCIA INTRAFAMILIAR,5
2303,2010,Octubre,No Aplica,Nor Oriental,HOMICIDIO,1
2304,2010,Octubre,No Aplica,Nor Oriental,HURTO A PERSONAS,4
2305,2010,Octubre,No Aplica,Nor Oriental,HURTO A RESIDENCIAS,2
2306,2010,Octubre,No Aplica,Nor Oriental,LESIONES PERSONALES,8
2307,2010,Octubre,No Aplica,Nor Oriental,VIOLENCIA INTRAFAMILIAR,7
2308,2010,Octubre,No Aplica,Norte,HOMICIDIO,1
2309,2010,Octubre,No Aplica,Norte,HURTO A PERSONAS,14
2310,2010,Octubre,No Aplica,Norte,HURTO A RESIDENCIAS,1
2311,2010,Octubre,No Aplica,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),9
2312,2010,Octubre,No Aplica,Norte,LESIONES PERSONALES,14
2313,2010,Octubre,No Aplica,Norte,VIOLENCIA INTRAFAMILIAR,15
2314,2010,Octubre,No Aplica,Occidental,HOMICIDIO,1
2315,2010,Octubre,No Aplica,Occidental,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
2316,2010,Octubre,No Aplica,Occidental,HURTO A PERSONAS,13
2317,2010,Octubre,No Aplica,Occidental,HURTO A RESIDENCIAS,1
2318,2010,Octubre,No Aplica,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
2319,2010,Octubre,No Aplica,Occidental,LESIONES PERSONALES,13
2320,2010,Octubre,No Aplica,Occidental,VIOLENCIA INTRAFAMILIAR,10
2321,2010,Octubre,No Aplica,Oriental,EXTORSIÓN,1
2322,2010,Octubre,No Aplica,Oriental,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
2323,2010,Octubre,No Aplica,Oriental,HURTO A ENTIDADES COMERCIALES,8
2324,2010,Octubre,No Aplica,Oriental,HURTO A PERSONAS,22
2325,2010,Octubre,No Aplica,Oriental,HURTO A RESIDENCIAS,4
2326,2010,Octubre,No Aplica,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),18
2327,2010,Octubre,No Aplica,Oriental,LESIONES PERSONALES,10
2328,2010,Octubre,No Aplica,Oriental,VIOLENCIA INTRAFAMILIAR,6
2329,2010,Octubre,No Aplica,Provenza,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
2330,2010,Octubre,No Aplica,Provenza,HURTO A MOTOCICLETAS,1
2331,2010,Octubre,No Aplica,Provenza,HURTO A PERSONAS,5
2332,2010,Octubre,No Aplica,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),10
2333,2010,Octubre,No Aplica,Provenza,LESIONES PERSONALES,6
2334,2010,Octubre,No Aplica,Provenza,VIOLENCIA INTRAFAMILIAR,5
2335,2010,Octubre,No Aplica,San Francisco,EXTORSIÓN,1
2336,2010,Octubre,No Aplica,San Francisco,HOMICIDIO,1
2337,2010,Octubre,No Aplica,San Francisco,HURTO A AUTOMOTORES,1
2338,2010,Octubre,No Aplica,San Francisco,HURTO A ENTIDADES COMERCIALES,1
2339,2010,Octubre,No Aplica,San Francisco,HURTO A MOTOCICLETAS,2
2340,2010,Octubre,No Aplica,San Francisco,HURTO A PERSONAS,20
2341,2010,Octubre,No Aplica,San Francisco,HURTO A RESIDENCIAS,3
2342,2010,Octubre,No Aplica,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),28
2343,2010,Octubre,No Aplica,San Francisco,LESIONES PERSONALES,15
2344,2010,Octubre,No Aplica,San Francisco,VIOLENCIA INTRAFAMILIAR,5
2345,2010,Octubre,No Aplica,Sur,HURTO A MOTOCICLETAS,1
2346,2010,Octubre,No Aplica,Sur,HURTO A PERSONAS,6
2347,2010,Octubre,No Aplica,Sur,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
2348,2010,Octubre,No Aplica,Sur,LESIONES PERSONALES,7
2349,2010,Octubre,No Aplica,Sur Occidente,LESIONES PERSONALES,2
2350,2010,Octubre,No Aplica,Sur Occidente,VIOLENCIA INTRAFAMILIAR,6
2351,2010,Septiembre,Dia de Amor y Amistad,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,1
2352,2010,Septiembre,Dia de Amor y Amistad,Cabecera del Llano,HURTO A PERSONAS,3
2353,2010,Septiembre,Dia de Amor y Amistad,Cabecera del Llano,HURTO A RESIDENCIAS,1
2354,2010,Septiembre,Dia de Amor y Amistad,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2355,2010,Septiembre,Dia de Amor y Amistad,Cabecera del Llano,LESIONES PERSONALES,3
2356,2010,Septiembre,Dia de Amor y Amistad,Centro,HURTO A PERSONAS,1
2357,2010,Septiembre,Dia de Amor y Amistad,Centro,LESIONES PERSONALES,5
2358,2010,Septiembre,Dia de Amor y Amistad,Centro,VIOLENCIA INTRAFAMILIAR,1
2359,2010,Septiembre,Dia de Amor y Amistad,La Ciudadela,HURTO A PERSONAS,1
2360,2010,Septiembre,Dia de Amor y Amistad,La Concordia,HURTO A ENTIDADES COMERCIALES,1
2361,2010,Septiembre,Dia de Amor y Amistad,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2362,2010,Septiembre,Dia de Amor y Amistad,La Concordia,LESIONES PERSONALES,1
2363,2010,Septiembre,Dia de Amor y Amistad,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2364,2010,Septiembre,Dia de Amor y Amistad,Lagos del Cacique,HURTO A ENTIDADES COMERCIALES,1
2365,2010,Septiembre,Dia de Amor y Amistad,Lagos del Cacique,VIOLENCIA INTRAFAMILIAR,1
2366,2010,Septiembre,Dia de Amor y Amistad,Morrorico,LESIONES PERSONALES,1
2367,2010,Septiembre,Dia de Amor y Amistad,Mutis,HURTO A MOTOCICLETAS,1
2368,2010,Septiembre,Dia de Amor y Amistad,Nor Oriental,LESIONES PERSONALES,3
2369,2010,Septiembre,Dia de Amor y Amistad,Occidental,LESIONES PERSONALES,1
2370,2010,Septiembre,Dia de Amor y Amistad,Oriental,HURTO A PERSONAS,2
2371,2010,Septiembre,Dia de Amor y Amistad,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2372,2010,Septiembre,Dia de Amor y Amistad,Oriental,LESIONES PERSONALES,1
2373,2010,Septiembre,Dia de Amor y Amistad,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2374,2010,Septiembre,Dia de Amor y Amistad,Provenza,VIOLENCIA INTRAFAMILIAR,1
2375,2010,Septiembre,Dia de Amor y Amistad,San Francisco,HURTO A PERSONAS,2
2376,2010,Septiembre,Dia de Amor y Amistad,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2377,2010,Septiembre,Dia de Amor y Amistad,San Francisco,LESIONES PERSONALES,1
2378,2010,Septiembre,Dia de Amor y Amistad,San Francisco,VIOLENCIA INTRAFAMILIAR,1
2379,2010,Septiembre,Dia de Amor y Amistad,Sur Occidente,LESIONES PERSONALES,1
2380,2010,Septiembre,Dia de la Seguridad Social,Cabecera del Llano,HURTO A PERSONAS,1
2381,2010,Septiembre,Dia de la Seguridad Social,Centro,LESIONES PERSONALES,1
2382,2010,Septiembre,Dia de la Seguridad Social,García Rovira,HURTO A PERSONAS,1
2383,2010,Septiembre,Dia de la Seguridad Social,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
2384,2010,Septiembre,Dia de la Seguridad Social,García Rovira,LESIONES PERSONALES,1
2385,2010,Septiembre,Dia de la Seguridad Social,García Rovira,VIOLENCIA INTRAFAMILIAR,1
2386,2010,Septiembre,Dia de la Seguridad Social,La Ciudadela,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2387,2010,Septiembre,Dia de la Seguridad Social,La Concordia,LESIONES PERSONALES,2
2388,2010,Septiembre,Dia de la Seguridad Social,La Pedregosa,HURTO A RESIDENCIAS,1
2389,2010,Septiembre,Dia de la Seguridad Social,La Pedregosa,VIOLENCIA INTRAFAMILIAR,1
2390,2010,Septiembre,Dia de la Seguridad Social,Lagos del Cacique,VIOLENCIA INTRAFAMILIAR,1
2391,2010,Septiembre,Dia de la Seguridad Social,Nor Oriental,VIOLENCIA INTRAFAMILIAR,1
2392,2010,Septiembre,Dia de la Seguridad Social,Norte,HURTO A PERSONAS,1
2393,2010,Septiembre,Dia de la Seguridad Social,Norte,LESIONES PERSONALES,3
2394,2010,Septiembre,Dia de la Seguridad Social,Occidental,LESIONES PERSONALES,4
2395,2010,Septiembre,Dia de la Seguridad Social,Occidental,VIOLENCIA INTRAFAMILIAR,1
2396,2010,Septiembre,Dia de la Seguridad Social,Oriental,HURTO A PERSONAS,1
2397,2010,Septiembre,Dia de la Seguridad Social,San Francisco,LESIONES PERSONALES,1
2398,2010,Septiembre,Dia de la Seguridad Social,Sur,LESIONES PERSONALES,1
2399,2010,Septiembre,Dia de la Seguridad Social,Sur Occidente,VIOLENCIA INTRAFAMILIAR,1
2400,2010,Septiembre,Dia del Turismo,Cabecera del Llano,HURTO A PERSONAS,1
2401,2010,Septiembre,Dia del Turismo,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
2402,2010,Septiembre,Dia del Turismo,Centro,HURTO A ENTIDADES COMERCIALES,1
2403,2010,Septiembre,Dia del Turismo,Centro,HURTO A PERSONAS,1
